STOP_ID,LATITUDE,STOP_NAME,LONGITUDE,TICKETZONE,ROUTEUSSP
"18341",-37.81790600,24-Grattan St/Church St (Hawthorn),145.01860700,"1","48"
"18342",-37.81592100,25-Brook St/Church St (Hawthorn),145.02060200,"1","48"
"19706",-37.81790900,15-Epworth Hospital/Bridge Rd (Richmond),144.99380800,"1","75,48"
"19708",-37.81836100,17-Bosisto St/Bridge Rd (Richmond),144.99649900,"1","75,48"
"19709",-37.81847200,18-Church St/Bridge Rd (Richmond),144.99879100,"1","75,48"
"19710",-37.81875000,19-Richmond Town Hall/Bridge Rd (Richmond),145.00137400,"1","75,48"
"19711",-37.81897700,20-Coppin St/Bridge Rd (Richmond),145.00357100,"1","75,48"
"19712",-37.81953500,21-Burnley St/Bridge Rd (Richmond),145.00887300,"1","75,48"
"19713",-37.82009900,22-Yarra Bvd/Bridge Rd (Richmond),145.01397000,"1","75,48"
"19714",-37.82015200,22-Yarra Bvd/Bridge Rd (Richmond),145.01340100,"1","75,48"
"19715",-37.81948000,21-Burnley St/Bridge Rd (Richmond),145.00777200,"1","75,48"
"19716",-37.81908300,20-Coppin St/Bridge Rd (Richmond),145.00397700,"1","75,48"
"19717",-37.81881300,19-Richmond Town Hall/Bridge Rd (Richmond),145.00137200,"1","75,48"
"19719",-37.81821900,17-Waltham St/Bridge Rd (Richmond),144.99663900,"1","75,48"
"19734",-37.81802300,15-Epworth Hospital/Bridge Rd (Richmond),144.99357700,"1","75,48"
"19736",-37.81131300,23-Leslie St/Victoria St (Richmond),145.00761700,"1","12,109"
"19740",-37.81287800,27-Findon St/Barkers Rd (Hawthorn),145.02077500,"1","109"
"20778",-37.82088400,25-St James Park/Burwood Rd (Hawthorn),145.02102700,"1","75"
"20779",-37.82095800,25-St James Park/Burwood Rd (Hawthorn),145.02111500,"1","75"
"20780",-37.82145300,26-Hawthorn Railway Station/Burwood Rd (Hawthorn),145.02481700,"1","75"
"20781",-37.82128700,26-Hawthorn Railway Station/Burwood Rd (Hawthorn),145.02458300,"1","75"
"20782",-37.82174700,27-Burwood Rd/Power St (Hawthorn),145.02627500,"1","75"
"20783",-37.82146800,27-Power St/Burwood Rd (Hawthorn),145.02628200,"1","75"
"20784",-37.82477800,28-Wattle Rd/Power St (Hawthorn),145.02586500,"1","75"
"20785",-37.82491000,28-Wattle Rd/Power St (Hawthorn),145.02571300,"1","75"
"22560",-37.81995000,23-Hawthorn Bridge/Bridge Rd (Hawthorn),145.01637100,"1","75,48"
"22561",-37.82001900,23-Hawthorn Bridge/Bridge Rd (Hawthorn),145.01622100,"1","75,48"
"22903",-37.81816700,7A-William Barak Bridge/Melbourne Park (Melbourne City),144.97620400,"1","70"
"22904",-37.81832300,7A-William Barak Bridge/Melbourne Park (Melbourne City),144.97582500,"1","70"
"19087",-37.81225400,64-Baker St/Church St (Richmond),145.00042400,"1","78"
"19090",-37.81842600,61-Bridge Rd/Church St (Richmond),144.99929200,"1","78"
"19091",-37.82032200,60-Abinger St/Church St (Richmond),144.99895700,"1","78"
"19092",-37.82174200,59-St Ignatius Church/Church St (Richmond),144.99871400,"1","78"
"19093",-37.82372700,58-Gipps St/Church St (Richmond),144.99835400,"1","78"
"19094",-37.82555100,57-Swan St/Church St (Richmond),144.99803200,"1","78"
"19095",-37.82663800,56-East Richmond Railway Station/Church St (Richmond),144.99784300,"1","78"
"19096",-37.82876800,55-Gibbons St/Church St (Richmond),144.99745600,"1","78"
"19097",-37.83047200,54-Balmain St/Church St (Richmond),144.99696700,"1","78"
"19278",-37.82467700,8-Richmond Station/Swan St (Richmond),144.98905700,"1","70"
"19279",-37.82524000,9-Lennox St/Swan St (Richmond),144.99348400,"1","70"
"19280",-37.82552700,10-Swan Street Shopping Centre/Swan St (Richmond),144.99605500,"1","70"
"19281",-37.82576000,11-Church St/Swan St (Richmond),144.99809400,"1","70"
"19282",-37.82625900,12-Coppin St/Swan St (Richmond),145.00258000,"1","70"
"19283",-37.82650600,13-Edinburgh St/Swan St (Burnley),145.00490200,"1","70"
"19294",-37.82679100,14-Burnley St/Swan St (Burnley),145.00736000,"1","70"
"19295",-37.82704800,15-Stawell St/Swan St (Burnley),145.00978400,"1","70"
"19296",-37.82726200,16-Park Gr/Swan St (Burnley),145.01177800,"1","70"
"19297",-37.82746800,17-Madden Gr/Swan St (Burnley),145.01651100,"1","70"
"19298",-37.82666300,18-Yarra Bvd/Swan St (Burnley),145.01955400,"1","70"
"19299",-37.82739300,29-Power St/Riversdale Rd (Hawthorn),145.02544300,"1","75,70"
"19384",-37.81082900,22-McKay St/Victoria St (Richmond),145.00404100,"1","12,109"
"19386",-37.81144100,24-Burnley St/Victoria St (Richmond),145.01038500,"1","12,109"
"19387",-37.81176800,25-River Bvd/Victoria St (Richmond),145.01323900,"1","109"
"19389",-37.81271300,27-Findon Cres/Barkers Rd (Kew),145.02062000,"1","109"
"19454",-37.82762300,29-Power St/Riversdale Rd (Hawthorn),145.02570900,"1","75,70"
"19456",-37.82642000,18-Yarra Bvd/Swan St (Burnley),145.02061700,"1","70"
"19457",-37.82724800,17-Madden Gr/Swan St (Burnley),145.01684600,"1","70"
"19458",-37.82719800,16-Park Gr/Swan St (Burnley),145.01228000,"1","70"
"19459",-37.82690100,15-Stawell St/Swan St (Richmond),145.00960700,"1","70"
"19460",-37.82659300,14-Burnley St/Swan St (Richmond),145.00687700,"1","70"
"19461",-37.82639200,13-Edinburgh St/Swan St (Richmond),145.00511000,"1","70"
"19462",-37.82610200,12-Coppin St/Swan St (Richmond),145.00234500,"1","70"
"19463",-37.82561000,11-Church St/Swan St (Richmond),144.99778000,"1","70"
"19464",-37.82538000,10-Swan Street Shopping Centre/Swan St (Richmond),144.99590000,"1","70"
"19465",-37.82509200,9-Lennox St/Swan St (Richmond),144.99328400,"1","70"
"19466",-37.82453200,8-Richmond Station/Swan St (Cremorne),144.98843600,"1","70"
"18782",-37.84216600,135-Woorigoleen Rd/Toorak Rd (Toorak),145.01758300,"1","58"
"18783",-37.84246100,136-Irving Rd/Toorak Rd (Toorak),145.02008600,"1","58"
"18784",-37.84284400,137-Kooyong Rd/Toorak Rd (Toorak),145.02306500,"1","58"
"18785",-37.84323100,138-Moonga Rd/Toorak Rd (Toorak),145.02624800,"1","58"
"18786",-37.84361500,139-Glenbervie Rd/Toorak Rd (Toorak),145.02981700,"1","58"
"18942",-37.85005200,39-Irving Rd/Malvern Rd (Toorak),145.01867900,"1","72"
"18943",-37.85040300,40-Kooyong Rd/Malvern Rd (Toorak),145.02130600,"1","72"
"18944",-37.85076300,41-Albany Rd/Malvern Rd (Toorak),145.02395600,"1","72"
"18945",-37.85105200,42-Lauriston Girls School/Malvern Rd (Toorak),145.02614100,"1","72"
"18946",-37.85154700,43-Glenferrie Rd/Malvern Rd (Toorak),145.02986700,"1","72"
"18947",-37.85189700,44-Plant St/Malvern Rd (Malvern),145.03249500,"1","72"
"19013",-37.87993400,54-Glen Eira Rd/Hawthorn Rd (Caulfield North),145.02340400,"1","64"
"19014",-37.87721200,53-Northcote Ave/Hawthorn Rd (Caulfield North),145.02392000,"1","64"
"19015",-37.87493900,52-Halstead St/Hawthorn Rd (Caulfield North),145.02435600,"1","64"
"19016",-37.87244100,51-Balaclava Rd/Hawthorn Rd (Caulfield North),145.02482000,"1","64,16"
"19017",-37.86951400,50-Inkerman Rd/Hawthorn Rd (Caulfield North),145.02541000,"1","64,16"
"19018",-37.86769000,49-Arthur St/Hawthorn Rd (Caulfield North),145.02575400,"1","64,16"
"19019",-37.86542800,48-Hawthorn Rd/Dandenong Rd (Caulfield North),145.02576900,"1","64"
"19023",-37.86455800,44-Bailey Ave/Dandenong Rd (Armadale),145.02383700,"1","64"
"19024",-37.86378900,43-Egerton Rd/Dandenong Rd (Armadale),145.02205000,"1","64"
"19025",-37.86257000,42-Kooyong Rd/Dandenong Rd (Armadale),145.01921900,"1","64"
"19026",-37.86192300,41-Cantala Ave/Dandenong Rd (Armadale),145.01773500,"1","64"
"19062",-37.85208400,44-Plant St/Malvern Rd (Malvern),145.03288800,"1","72"
"19063",-37.85172300,43-Glenferrie Rd/Malvern Rd (Malvern),145.03020400,"1","72"
"19064",-37.85119000,42-Lauriston Girls School/Malvern Rd (Armadale),145.02633100,"1","72"
"19065",-37.85087900,41-Murray St/Malvern Rd (Malvern),145.02391800,"1","72"
"19066",-37.85058800,40-Kooyong Rd/Malvern Rd (Toorak),145.02159600,"1","72"
"19067",-37.85015600,39-Densham Rd/Malvern Rd (Toorak),145.01842600,"1","72"
"18640",-37.87172600,46-Kooyong Rd/Balaclava Rd (Caulfield North),145.01762100,"1","3/3a,16"
"18641",-37.87214500,47-Elmhurst Rd/Balaclava Rd (Caulfield North),145.02109900,"1","3/3a,16"
"18645",-37.87257000,51-Hawthorn Rd/Balaclava Rd (Caulfield North),145.02443000,"1","3/3a,16"
"18646",-37.87308100,52-Caulfield Park Bowling Club/Balaclava Rd (Caulfield North),145.02854400,"1",3/3a
"18647",-37.87339600,53-Caulfield Park/Balaclava Rd (Caulfield North),145.03125200,"1",3/3a
"10311",-37.86245500,45-Glenferrie Rd/Wattletree Rd (Malvern),145.02850800,"1","5"
"10371",-37.86206900,44-Duncraig Ave/Wattletree Rd (Armadale),145.02538200,"1","5"
"11285",-37.86171000,43-Egerton Rd/Wattletree Rd (Armadale),145.02275400,"1","5"
"12599",-37.86134600,42-Kooyong Rd/Wattletree Rd (Armadale),145.01989900,"1","5"
"16743",-37.85511900,40-Armadale Station/High St (Armadale),145.01824700,"1","6"
"16744",-37.85541900,41-Kooyong Rd/High St (Armadale),145.02058100,"1","6"
"16745",-37.85583200,42-Huntingtower Rd/High St (Armadale),145.02367300,"1","6"
"16746",-37.85612200,43-Mercer Rd/High St (Armadale),145.02593800,"1","6"
"16747",-37.85653600,44-Glenferrie Rd/High St (Malvern),145.02916600,"1","6"
"16748",-37.85694200,45-De La Salle College/High St (Malvern),145.03238300,"1","6"
"16766",-37.85715700,45-De La Salle College/High St (Malvern),145.03288900,"1","6"
"16767",-37.85670400,44-Glenferrie Rd/High St (Malvern),145.02950300,"1","6"
"16768",-37.85628900,43-Mercer Rd/High St (Armadale),145.02622900,"1","6"
"16769",-37.85599600,42-Huntingtower Rd/High St (Armadale),145.02382700,"1","6"
"16770",-37.85558500,41-Kooyong Rd/High St (Armadale),145.02080400,"1","6"
"16771",-37.85527400,40-Armadale Station/High St (Armadale),145.01840200,"1","6"
"20549",-37.84184000,64-Power St/Glenferrie Rd (Kooyong),145.03196700,"1","16"
"20550",-37.84004100,65-Warra St/Glenferrie Rd (Toorak),145.03214000,"1","16"
"20551",-37.83933300,65-Kooyong Railway Station/Glenferrie Rd (Kooyong),145.03243100,"1","16"
"20552",-37.83849400,66-Kooyong Tennis Centre/Glenferrie Rd (Toorak),145.03235100,"1","16"
"20553",-37.83833600,66-Vision Australia/Glenferrie Rd (Kooyong),145.03261700,"1","16"
"20554",-37.83555700,67-Gardiner Rd/Glenferrie Rd (Hawthorn),145.03294000,"1","16"
"20555",-37.83545100,67-Gardiner Rd/Glenferrie Rd (Hawthorn),145.03309100,"1","16"
"20556",-37.83342700,68-Callantina Rd/Glenferrie Rd (Hawthorn),145.03330400,"1","16"
"18426",-37.88012800,54-Glen Eira Rd/Hawthorn Rd (Caulfield),145.02320500,"1","64"
"18427",-37.87748800,53-Crotonhurst Ave/Hawthorn Rd (Caulfield North),145.02371900,"1","64"
"18428",-37.87525100,52-Halstead St/Hawthorn Rd (Caulfield North),145.02415400,"1","64"
"18429",-37.87288800,51-Balaclava Rd/Hawthorn Rd (Caulfield North),145.02460400,"1","64"
"18430",-37.86969900,50-Inkerman Rd/Hawthorn Rd (Caulfield North),145.02518900,"1","64,16"
"18431",-37.86799200,49-Wanda Rd/Hawthorn Rd (Caulfield North),145.02551900,"1","64,16"
"18432",-37.86589900,48A-Dandenong Rd/Hawthorn Rd (Caulfield North),145.02590400,"1","64,16"
"18437",-37.86461800,44-Bailey Ave/Dandenong Rd (Armadale),145.02367700,"1","64"
"18438",-37.86382200,43-Matlock Ct/Dandenong Rd (Armadale),145.02191300,"1","64"
"18439",-37.86250900,42-Kooyong Rd/Dandenong Rd (Armadale),145.01883400,"1","64"
"18440",-37.86196600,41-Cantala Ave/Dandenong Rd (Armadale),145.01764300,"1","64"
"18462",-37.87364400,53-Caulfield Park/Balaclava Rd (Caulfield North),145.03204100,"1",3/3a
"18463",-37.87313700,52-Caulfield Park Bowling Club/Balaclava Rd (Caulfield North),145.02814400,"1",3/3a
"18464",-37.87279500,51-Hawthorn Rd/Balaclava Rd (Caulfield North),145.02494700,"1",3/3a
"18468",-37.87229900,47-Caulfield Junior College/Balaclava Rd (Caulfield North),145.02117500,"1","3/3a,16"
"20523",-37.86583600,48-Hawthorn Rd/Dandenong Rd (Malvern),145.02644000,"1","16"
"20524",-37.86605700,48-Dandenong Rd/Glenferrie Rd (Malvern),145.02781000,"1","16"
"20525",-37.86605700,52-Dandenong Rd/Glenferrie Rd (Malvern),145.02781000,"1","16"
"20526",-37.86526400,53-Malvern Railway Station/Glenferrie Rd (Malvern),145.02777400,"1","16"
"20527",-37.86418000,53-Malvern Railway Station/Glenferrie Rd (Malvern),145.02815600,"1","16"
"20528",-37.86247800,54-Wattletree Rd/Glenferrie Rd (Malvern),145.02825800,"1","16"
"20529",-37.86215800,54-Wattletree Rd/Glenferrie Rd (Malvern),145.02850500,"1","16"
"20530",-37.86114800,55-Llaneast St/Glenferrie Rd (Malvern),145.02846400,"1","16"
"20531",-37.86103400,55-Edsall St/Glenferrie Rd (Malvern),145.02867100,"1","16"
"20532",-37.85900000,56-Malvern Tram Depot/Glenferrie Rd (Malvern),145.02882800,"1","16"
"20533",-37.85884100,56-Malvern Tram Depot/Glenferrie Rd (Malvern),145.02904800,"1","16"
"20534",-37.85682500,57-High St/Glenferrie Rd (Malvern),145.02918100,"1","16"
"20535",-37.85649600,57-High St/Glenferrie Rd (Malvern),145.02942900,"1","16"
"20536",-37.85407400,58-Bell St/Glenferrie Rd (Malvern),145.02958400,"1","16"
"20537",-37.85409500,58-Sorrett Ave/Glenferrie Rd (Malvern),145.02977700,"1","16"
"20538",-37.85183600,59-Malvern Rd/Glenferrie Rd (Malvern),145.02993900,"1","16"
"20539",-37.85152500,59-Malvern Rd/Glenferrie Rd (Malvern),145.03018600,"1","16"
"20540",-37.84966200,60-Stonnington Pl/Glenferrie Rd (Malvern),145.03036100,"1","16"
"20541",-37.84967400,60-Stonnington Pl/Glenferrie Rd (Malvern),145.03050800,"1","16"
"20542",-37.84770400,61-Moorakyne Ave/Glenferrie Rd (Malvern),145.03073100,"1","16"
"20543",-37.84773400,61-Moorakyne Ave/Glenferrie Rd (Malvern),145.03087800,"1","16"
"20544",-37.84573700,62-Mayfield Ave/Glenferrie Rd (Malvern),145.03110200,"1","16"
"20545",-37.84536200,62-Mayfield Ave/Glenferrie Rd (Malvern),145.03132800,"1","16"
"20546",-37.84394000,63-Toorak Rd/Glenferrie Rd (Malvern),145.03143400,"1","16"
"20547",-37.84364600,63-Toorak Rd/Glenferrie Rd (Kooyong),145.03165700,"1","16"
"20548",-37.84247500,64-Mernda Rd/Glenferrie Rd (Kooyong),145.03166600,"1","16"
"20557",-37.83322300,68-Callantina Rd/Glenferrie Rd (Hawthorn),145.03350200,"1","16"
"20558",-37.83138800,69-South St/Glenferrie Rd (Hawthorn),145.03366500,"1","16"
"20559",-37.83111200,69-South St/Glenferrie Rd (Hawthorn),145.03387700,"1","16"
"21060",-37.87189400,46-Kooyong Rd/Balaclava Rd (Caulfield North),145.01795700,"1","3/3a,16"
"398",-37.86094200,41-Armadale St/Wattletree Rd (Armadale),145.01779600,"1","5"
"409",-37.86118900,42-Kooyong Rd/Wattletree Rd (Armadale),145.01961900,"1","5"
"19300",-37.82821100,30-Through St/Riversdale Rd (Hawthorn),145.02906800,"1","75,70"
"19301",-37.82850600,31-Fordholm Rd/Riversdale Rd (Hawthorn),145.03162800,"1","75,70"
"19333",-37.84204000,135-Woorigoleen Rd/Toorak Rd (Toorak),145.01754100,"1","58"
"19334",-37.84231400,136-Irving Rd/Toorak Rd (Toorak),145.01995400,"1","58"
"19335",-37.84268700,137-Kooyong Rd/Toorak Rd (Toorak),145.02281900,"1","58"
"19336",-37.84316700,138-Moonga Rd/Toorak Rd (Toorak),145.02669300,"1","58"
"19338",-37.84361800,139-Glenferrie Rd/Toorak Rd (Toorak),145.02998800,"1","58"
"19450",-37.82863500,32-Glenferrie Rd/Riversdale Rd (Hawthorn),145.03395400,"1","75,70"
"19451",-37.82835100,31-Fordholm Rd/Riversdale Rd (Hawthorn),145.03150700,"1","75,70"
"19452",-37.82807600,30-Through St/Riversdale Rd (Hawthorn),145.02908300,"1","75,70"
"8345",-37.86314800,47-Cabrini Hospital/Wattletree Rd (Malvern),145.03385500,"1","5"
"9156",-37.86282800,46-Soudan St/Wattletree Rd (Malvern),145.03138600,"1","5"
"940",-37.86159200,43-Egerton Rd/Wattletree Rd (Armadale),145.02270000,"1","5"
"946",-37.86189300,44-Duncraig Ave/Wattletree Rd (Armadale),145.02509100,"1","5"
"947",-37.86227800,45-Glenferrie Rd/Wattletree Rd (Malvern),145.02812700,"1","5"
"950",-37.86265800,46-Nicholls St/Wattletree Rd (Malvern),145.03095800,"1","5"
"955",-37.86296000,47-Cabrini Hospital/Wattletree Rd (Malvern),145.03339400,"1","5"
"46517",-37.86535900,48-Hawthorn Rd/Dandenong Rd (Caulfield North),145.02541900,"1","64"
"18979",-37.88295700,42-Hotham St/Brighton Rd (Balaclava),144.99650100,"1","67"
"18980",-37.88380000,43-Brighton Rd/Glenhuntly Rd (Elsternwick),144.99784200,"1","67"
"18981",-37.88415000,44-Elsternwick Railway Station/Glenhuntly Rd (Elsternwick),145.00038000,"1","67"
"18982",-37.88461300,45-Elsternwick Shopping Centre/Glenhuntly Rd (Elsternwick),145.00381200,"1","67"
"18983",-37.88486200,46-Orrong Rd/Glenhuntly Rd (Elsternwick),145.00570500,"1","67"
"18984",-37.88527100,47-Shoobra Rd/Glenhuntly Rd (Elsternwick),145.00912700,"1","67"
"18985",-37.88564900,48-Parkside St/Glenhuntly Rd (Elsternwick),145.01226700,"1","67"
"18986",-37.88596300,49-Kooyong Rd/Glenhuntly Rd (Elsternwick),145.01487400,"1","67"
"18987",-37.88639100,50-Royal Pde/Glenhuntly Rd (Caulfield),145.01833000,"1","67"
"19000",-37.91107800,67-Rogers Ave/Hawthorn Rd (Brighton East),145.01753100,"1","64"
"19001",-37.90851700,66-Union St/Hawthorn Rd (Brighton East),145.01796400,"1","64"
"19002",-37.90637000,65-Davey Ave/Hawthorn Rd (Brighton East),145.01832900,"1","64"
"19003",-37.90378200,64-Taylor St/Hawthorn Rd (Brighton East),145.01880800,"1","64"
"19004",-37.90119600,63-North Rd/Hawthorn Rd (Brighton East),145.01933200,"1","64"
"19005",-37.89896900,62-Gardenvale Rd/Hawthorn Rd (Caulfield South),145.01980100,"1","64"
"19006",-37.89655200,61-Stone St/Hawthorn Rd (Caulfield South),145.02025300,"1","64"
"19007",-37.89488100,60-Dover St/Hawthorn Rd (Caulfield South),145.02054800,"1","64"
"19008",-37.89304000,59-Princes Park/Hawthorn Rd (Caulfield South),145.02090400,"1","64"
"19009",-37.88960800,58-Sycamore St/Hawthorn Rd (Caulfield South),145.02155300,"1","64"
"19010",-37.88666100,57-Glenhuntly Rd/Hawthorn Rd (Caulfield),145.02209800,"1","64"
"19011",-37.88483800,56-Briggs St/Hawthorn Rd (Caulfield),145.02244300,"1","64"
"19012",-37.88244900,55-Sylverly Gr/Hawthorn Rd (Caulfield North),145.02291600,"1","64"
"19070",-37.88680900,51-Hawthorn Rd/Glenhuntly Rd (Caulfield),145.02176400,"1","67"
"19071",-37.88711000,52-Jasmine St/Glenhuntly Rd (Caulfield),145.02412100,"1","67"
"19072",-37.88745100,53-Glenhuntly Tram Depot/Glenhuntly Rd (Caulfield),145.02675000,"1","67"
"19073",-37.88767300,54-Bambra Rd/Glenhuntly Rd (Caulfield),145.02868900,"1","67"
"19074",-37.88793100,55-Fallon St/Glenhuntly Rd (Caulfield),145.03061500,"1","67"
"19075",-37.88825100,56-Kambrook Rd/Glenhuntly Rd (Caulfield),145.03308500,"1","67"
"18370",-37.88286400,42-Hotham St/Brighton Rd (St Kilda East),144.99634400,"1","67"
"18371",-37.88390400,43-Brighton Rd/Glenhuntly Rd (Elsternwick),144.99757800,"1","67"
"18372",-37.88430600,44-Elsternwick Railway Station/Glenhuntly Rd (Elsternwick),145.00055700,"1","67"
"18373",-37.88475100,45-Elsternwick Shopping Centre/Glenhuntly Rd (Elsternwick),145.00394500,"1","67"
"18374",-37.88505100,46-Orrong Rd/Glenhuntly Rd (Elsternwick),145.00621100,"1","67"
"18375",-37.88538800,47-Shoobra Rd/Glenhuntly Rd (Elsternwick),145.00911300,"1","67"
"18376",-37.88575600,48-Parkside St/Glenhuntly Rd (Elsternwick),145.01224100,"1","67"
"18392",-37.88610200,49-Kooyong Rd/Glenhuntly Rd (Elsternwick),145.01508600,"1","67"
"18393",-37.88649800,50-Royal Pde/Glenhuntly Rd (Caulfield),145.01825900,"1","67"
"18394",-37.88697800,51-Hawthorn Rd/Glenhuntly Rd (Caulfield),145.02218100,"1","67"
"18395",-37.88721800,52-Jasmine St/Glenhuntly Rd (Caulfield),145.02414100,"1","67"
"18396",-37.88761100,53-Glenhuntly Tram Depot/Glenhuntly Rd (Caulfield),145.02711000,"1","67"
"18397",-37.88783900,54-Bambra Rd/Glenhuntly Rd (Caulfield),145.02890000,"1","67"
"18398",-37.88810800,55-Fallon St/Glenhuntly Rd (Caulfield),145.03098600,"1","67"
